group,dataset,relative_path,object_name,rows,columns,country_name_column,country_code_column,year_column,missing_cells,column_names_json,dtypes_json
cross_section,model_data3,cross-section/data/model_data3.rds,model_data3,162,112,Country_Name,Country_Code,,663,"[""Country_Name"", ""Country_Code"", ""GDP_growth"", ""fertility"", ""GDPpc2015"", ""GDPpc"", ""gov_exp"", ""gov_exp_edu"", ""gov_exp_milit"", ""inf_cpi"", ""inf_def"", ""investment"", ""life_exp"", ""education"", ""tot"", ""trade"", ""cc_alt_cp.x"", ""cc_alt_cp_lv.x"", ""cc_basic.x"", ""cc_basic_lv.x"", ""cc_civil.x"", ""cc_civil_lv.x"", ""cc_polit.x"", ""cc_polit_lv.x"", ""cc_prop.x"", ""cc_prop_lv.x"", ""cc_total.x"", ""cc_total_lv.x"", ""dj_index.x"", ""landlocked"", ""v2x_libdem"", ""v2x_polyarchy"", ""v2x_delibdem"", ""v2x_partipdem"", ""v2x_egaldem"", ""gov_exp_reduced"", ""dj_right_assembly"", ""dj_right_association"", ""dj_right_censorship"", ""dj_right_death"", ""dj_right_equal"", ""dj_right_expression"", ""dj_right_freepress"", ""dj_right_life"", ""dj_right_movement"", ""dj_right_opinion"", ""dj_right_parties"", ""dj_right_prop_int"", ""dj_right_property"", ""dj_right_religion"", ""dj_right_slavery"", ""dj_right_torture"", ""dj_state_exprop"", ""dj_state_judind"", ""dj_state_rol"", ""df_right_assembly"", ""df_right_association"", ""df_right_equal"", ""df_right_life"", ""df_right_media"", ""df_right_movement"", ""df_right_parties"", ""df_right_property"", ""df_right_religion"", ""df_right_slavery"", ""df_right_speech"", ""df_right_torture"", ""df_state_judind"", ""df_state_rol"", ""gap_right_assembly"", ""gap_right_assembly_lv"", ""gap_right_association"", ""gap_right_association_lv"", ""gap_right_equal"", ""gap_right_equal_lv"", ""gap_right_life"", ""gap_right_life_lv"", ""gap_right_media"", ""gap_right_media_lv"", ""gap_right_movement"", ""gap_right_movement_lv"", ""gap_right_parties"", ""gap_right_parties_lv"", ""gap_right_property"", ""gap_right_property_lv"", ""gap_right_religion"", ""gap_right_religion_lv"", ""gap_right_slavery"", ""gap_right_slavery_lv"", ""gap_right_speech"", ""gap_right_speech_lv"", ""gap_right_torture"", ""gap_right_torture_lv"", ""gap_state_judind"", ""gap_state_judind_lv"", ""gap_state_rol"", ""gap_state_rol_lv"", ""cc_alt_cp.y"", ""cc_alt_cp_lv.y"", ""cc_basic.y"", ""cc_basic_lv.y"", ""cc_civil.y"", ""cc_civil_lv.y"", ""cc_polit.y"", ""cc_polit_lv.y"", ""cc_prop.y"", ""cc_prop_lv.y"", ""cc_total.y"", ""cc_total_lv.y"", ""vdem_respect_const"", ""vdem_respect_const_ord"", ""dj_index.y""]","{""Country_Code"": ""str"", ""Country_Name"": ""str"", ""GDP_growth"": ""float64"", ""GDPpc"": ""float64"", ""GDPpc2015"": ""float64"", ""cc_alt_cp.x"": ""float64"", ""cc_alt_cp.y"": ""float64"", ""cc_alt_cp_lv.x"": ""float64"", ""cc_alt_cp_lv.y"": ""float64"", ""cc_basic.x"": ""float64"", ""cc_basic.y"": ""float64"", ""cc_basic_lv.x"": ""float64"", ""cc_basic_lv.y"": ""float64"", ""cc_civil.x"": ""float64"", ""cc_civil.y"": ""float64"", ""cc_civil_lv.x"": ""float64"", ""cc_civil_lv.y"": ""float64"", ""cc_polit.x"": ""float64"", ""cc_polit.y"": ""float64"", ""cc_polit_lv.x"": ""float64"", ""cc_polit_lv.y"": ""float64"", ""cc_prop.x"": ""float64"", ""cc_prop.y"": ""float64"", ""cc_prop_lv.x"": ""float64"", ""cc_prop_lv.y"": ""float64"", ""cc_total.x"": ""float64"", ""cc_total.y"": ""float64"", ""cc_total_lv.x"": ""float64"", ""cc_total_lv.y"": ""float64"", ""df_right_assembly"": ""float64"", ""df_right_association"": ""float64"", ""df_right_equal"": ""float64"", ""df_right_life"": ""float64"", ""df_right_media"": ""float64"", ""df_right_movement"": ""float64"", ""df_right_parties"": ""float64"", ""df_right_property"": ""float64"", ""df_right_religion"": ""float64"", ""df_right_slavery"": ""float64"", ""df_right_speech"": ""float64"", ""df_right_torture"": ""float64"", ""df_state_judind"": ""float64"", ""df_state_rol"": ""float64"", ""dj_index.x"": ""float64"", ""dj_index.y"": ""float64"", ""dj_right_assembly"": ""float64"", ""dj_right_association"": ""float64"", ""dj_right_censorship"": ""float64"", ""dj_right_death"": ""float64"", ""dj_right_equal"": ""float64"", ""dj_right_expression"": ""int64"", ""dj_right_freepress"": ""float64"", ""dj_right_life"": ""float64"", ""dj_right_movement"": ""float64"", ""dj_right_opinion"": ""float64"", ""dj_right_parties"": ""float64"", ""dj_right_prop_int"": ""float64"", ""dj_right_property"": ""float64"", ""dj_right_religion"": ""float64"", ""dj_right_slavery"": ""float64"", ""dj_right_torture"": ""float64"", ""dj_state_exprop"": ""int64"", ""dj_state_judind"": ""float64"", ""dj_state_rol"": ""float64"", ""education"": ""float64"", ""fertility"": ""float64"", ""gap_right_assembly"": ""float64"", ""gap_right_assembly_lv"": ""float64"", ""gap_right_association"": ""float64"", ""gap_right_association_lv"": ""float64"", ""gap_right_equal"": ""float64"", ""gap_right_equal_lv"": ""float64"", ""gap_right_life"": ""float64"", ""gap_right_life_lv"": ""float64"", ""gap_right_media"": ""float64"", ""gap_right_media_lv"": ""float64"", ""gap_right_movement"": ""float64"", ""gap_right_movement_lv"": ""float64"", ""gap_right_parties"": ""float64"", ""gap_right_parties_lv"": ""float64"", ""gap_right_property"": ""float64"", ""gap_right_property_lv"": ""float64"", ""gap_right_religion"": ""float64"", ""gap_right_religion_lv"": ""float64"", ""gap_right_slavery"": ""float64"", ""gap_right_slavery_lv"": ""float64"", ""gap_right_speech"": ""float64"", ""gap_right_speech_lv"": ""float64"", ""gap_right_torture"": ""float64"", ""gap_right_torture_lv"": ""float64"", ""gap_state_judind"": ""float64"", ""gap_state_judind_lv"": ""float64"", ""gap_state_rol"": ""float64"", ""gap_state_rol_lv"": ""float64"", ""gov_exp"": ""float64"", ""gov_exp_edu"": ""float64"", ""gov_exp_milit"": ""float64"", ""gov_exp_reduced"": ""float64"", ""inf_cpi"": ""float64"", ""inf_def"": ""float64"", ""investment"": ""float64"", ""landlocked"": ""int64"", ""life_exp"": ""float64"", ""tot"": ""float64"", ""trade"": ""float64"", ""v2x_delibdem"": ""float64"", ""v2x_egaldem"": ""float64"", ""v2x_libdem"": ""float64"", ""v2x_partipdem"": ""float64"", ""v2x_polyarchy"": ""float64"", ""vdem_respect_const"": ""float64"", ""vdem_respect_const_ord"": ""float64""}"
cross_section,model_data4.1,cross-section/data/model_data4.1.rds,model_data4.1,157,46,Country_Name,Country_Code,,193,"[""Country_Name"", ""Country_Code"", ""GDP_growth"", ""fertility"", ""GDPpc2015"", ""GDPpc"", ""gov_exp"", ""gov_exp_edu"", ""gov_exp_milit"", ""inf_cpi"", ""inf_def"", ""investment"", ""life_exp"", ""education"", ""tot"", ""trade"", ""cc_alt_cp"", ""cc_alt_cp_lv"", ""cc_basic"", ""cc_basic_lv"", ""cc_civil"", ""cc_civil_lv"", ""cc_polit"", ""cc_polit_lv"", ""cc_prop"", ""cc_prop_lv"", ""cc_total"", ""cc_total_lv"", ""dj_index"", ""landlocked"", ""v2x_libdem"", ""v2x_polyarchy"", ""v2x_delibdem"", ""v2x_partipdem"", ""v2x_egaldem"", ""gov_exp_reduced"", ""ctrl_of_corr"", ""gov_eff"", ""pol_stab"", ""reg_q"", ""rule_of_law"", ""voice_and_acc"", ""tot2"", ""continent"", ""legal_old_o"", ""ever_colonized""]","{""Country_Code"": ""str"", ""Country_Name"": ""str"", ""GDP_growth"": ""float64"", ""GDPpc"": ""float64"", ""GDPpc2015"": ""float64"", ""cc_alt_cp"": ""float64"", ""cc_alt_cp_lv"": ""float64"", ""cc_basic"": ""float64"", ""cc_basic_lv"": ""float64"", ""cc_civil"": ""float64"", ""cc_civil_lv"": ""float64"", ""cc_polit"": ""float64"", ""cc_polit_lv"": ""float64"", ""cc_prop"": ""float64"", ""cc_prop_lv"": ""float64"", ""cc_total"": ""float64"", ""cc_total_lv"": ""float64"", ""continent"": ""str"", ""ctrl_of_corr"": ""float64"", ""dj_index"": ""float64"", ""education"": ""float64"", ""ever_colonized"": ""int64"", ""fertility"": ""float64"", ""gov_eff"": ""float64"", ""gov_exp"": ""float64"", ""gov_exp_edu"": ""float64"", ""gov_exp_milit"": ""float64"", ""gov_exp_reduced"": ""float64"", ""inf_cpi"": ""float64"", ""inf_def"": ""float64"", ""investment"": ""float64"", ""landlocked"": ""int64"", ""legal_old_o"": ""str"", ""life_exp"": ""float64"", ""pol_stab"": ""float64"", ""reg_q"": ""float64"", ""rule_of_law"": ""float64"", ""tot"": ""float64"", ""tot2"": ""float64"", ""trade"": ""float64"", ""v2x_delibdem"": ""float64"", ""v2x_egaldem"": ""float64"", ""v2x_libdem"": ""float64"", ""v2x_partipdem"": ""float64"", ""v2x_polyarchy"": ""float64"", ""voice_and_acc"": ""float64""}"
cross_section,model_data4,cross-section/data/model_data4.rds,model_data4,162,42,Country_Name,Country_Code,,194,"[""Country_Name"", ""Country_Code"", ""GDP_growth"", ""fertility"", ""GDPpc2015"", ""GDPpc"", ""gov_exp"", ""gov_exp_edu"", ""gov_exp_milit"", ""inf_cpi"", ""inf_def"", ""investment"", ""life_exp"", ""education"", ""tot"", ""trade"", ""cc_alt_cp"", ""cc_alt_cp_lv"", ""cc_basic"", ""cc_basic_lv"", ""cc_civil"", ""cc_civil_lv"", ""cc_polit"", ""cc_polit_lv"", ""cc_prop"", ""cc_prop_lv"", ""cc_total"", ""cc_total_lv"", ""dj_index"", ""landlocked"", ""v2x_libdem"", ""v2x_polyarchy"", ""v2x_delibdem"", ""v2x_partipdem"", ""v2x_egaldem"", ""gov_exp_reduced"", ""ctrl_of_corr"", ""gov_eff"", ""pol_stab"", ""reg_q"", ""rule_of_law"", ""voice_and_acc""]","{""Country_Code"": ""str"", ""Country_Name"": ""str"", ""GDP_growth"": ""float64"", ""GDPpc"": ""float64"", ""GDPpc2015"": ""float64"", ""cc_alt_cp"": ""float64"", ""cc_alt_cp_lv"": ""float64"", ""cc_basic"": ""float64"", ""cc_basic_lv"": ""float64"", ""cc_civil"": ""float64"", ""cc_civil_lv"": ""float64"", ""cc_polit"": ""float64"", ""cc_polit_lv"": ""float64"", ""cc_prop"": ""float64"", ""cc_prop_lv"": ""float64"", ""cc_total"": ""float64"", ""cc_total_lv"": ""float64"", ""ctrl_of_corr"": ""float64"", ""dj_index"": ""float64"", ""education"": ""float64"", ""fertility"": ""float64"", ""gov_eff"": ""float64"", ""gov_exp"": ""float64"", ""gov_exp_edu"": ""float64"", ""gov_exp_milit"": ""float64"", ""gov_exp_reduced"": ""float64"", ""inf_cpi"": ""float64"", ""inf_def"": ""float64"", ""investment"": ""float64"", ""landlocked"": ""int64"", ""life_exp"": ""float64"", ""pol_stab"": ""float64"", ""reg_q"": ""float64"", ""rule_of_law"": ""float64"", ""tot"": ""float64"", ""trade"": ""float64"", ""v2x_delibdem"": ""float64"", ""v2x_egaldem"": ""float64"", ""v2x_libdem"": ""float64"", ""v2x_partipdem"": ""float64"", ""v2x_polyarchy"": ""float64"", ""voice_and_acc"": ""float64""}"
cross_section,model_data4_o,cross-section/data/model_data4_o.rds,model_data4_o,157,43,Country_Name,Country_Code,,192,"[""Country_Name"", ""Country_Code"", ""GDP_growth"", ""fertility"", ""GDPpc2015"", ""GDPpc"", ""gov_exp"", ""gov_exp_edu"", ""gov_exp_milit"", ""inf_cpi"", ""inf_def"", ""investment"", ""life_exp"", ""education"", ""tot"", ""trade"", ""cc_alt_cp"", ""cc_alt_cp_lv"", ""cc_basic"", ""cc_basic_lv"", ""cc_civil"", ""cc_civil_lv"", ""cc_polit"", ""cc_polit_lv"", ""cc_prop"", ""cc_prop_lv"", ""cc_total"", ""cc_total_lv"", ""dj_index"", ""landlocked"", ""v2x_libdem"", ""v2x_polyarchy"", ""v2x_delibdem"", ""v2x_partipdem"", ""v2x_egaldem"", ""gov_exp_reduced"", ""ctrl_of_corr"", ""gov_eff"", ""pol_stab"", ""reg_q"", ""rule_of_law"", ""voice_and_acc"", ""tot2""]","{""Country_Code"": ""str"", ""Country_Name"": ""str"", ""GDP_growth"": ""float64"", ""GDPpc"": ""float64"", ""GDPpc2015"": ""float64"", ""cc_alt_cp"": ""float64"", ""cc_alt_cp_lv"": ""float64"", ""cc_basic"": ""float64"", ""cc_basic_lv"": ""float64"", ""cc_civil"": ""float64"", ""cc_civil_lv"": ""float64"", ""cc_polit"": ""float64"", ""cc_polit_lv"": ""float64"", ""cc_prop"": ""float64"", ""cc_prop_lv"": ""float64"", ""cc_total"": ""float64"", ""cc_total_lv"": ""float64"", ""ctrl_of_corr"": ""float64"", ""dj_index"": ""float64"", ""education"": ""float64"", ""fertility"": ""float64"", ""gov_eff"": ""float64"", ""gov_exp"": ""float64"", ""gov_exp_edu"": ""float64"", ""gov_exp_milit"": ""float64"", ""gov_exp_reduced"": ""float64"", ""inf_cpi"": ""float64"", ""inf_def"": ""float64"", ""investment"": ""float64"", ""landlocked"": ""int64"", ""life_exp"": ""float64"", ""pol_stab"": ""float64"", ""reg_q"": ""float64"", ""rule_of_law"": ""float64"", ""tot"": ""float64"", ""tot2"": ""float64"", ""trade"": ""float64"", ""v2x_delibdem"": ""float64"", ""v2x_egaldem"": ""float64"", ""v2x_libdem"": ""float64"", ""v2x_partipdem"": ""float64"", ""v2x_polyarchy"": ""float64"", ""voice_and_acc"": ""float64""}"
cross_section,oth_char,cross-section/data/oth_char.rds,oth_char,220,4,,Country_Code,,18,"[""Country_Code"", ""continent"", ""legal_old_o"", ""ever_colonized""]","{""Country_Code"": ""str"", ""continent"": ""str"", ""ever_colonized"": ""int64"", ""legal_old_o"": ""str""}"
cross_section,tot2,cross-section/data/tot2.rds,tot2,271,2,,Country Code,,72,"[""Country Code"", ""tot2""]","{""Country Code"": ""str"", ""tot2"": ""float64""}"
cross_section,tot_Data,cross-section/data/tot_Data.rds,tot_Data,265,3,Country Name,Country Code,,61,"[""Country Name"", ""Country Code"", ""Net barter terms of trade index (2015 = 100)""]","{""Country Code"": ""str"", ""Country Name"": ""str"", ""Net barter terms of trade index (2015 = 100)"": ""float64""}"
cross_section,trade_Data,cross-section/data/trade_Data.rds,trade_Data,265,3,Country Name,Country Code,,32,"[""Country Name"", ""Country Code"", ""Trade (% of GDP)""]","{""Country Code"": ""str"", ""Country Name"": ""str"", ""Trade (% of GDP)"": ""float64""}"
panel,model_data,panel/data_panel/model_data.rds,model_data,4906,18,cname,Country,Year,6366,"[""cname"", ""Country"", ""Year"", ""cc_basic"", ""cc_civil"", ""cc_polit"", ""cc_prop"", ""cc_total"", ""cc_total_lv"", ""education"", ""fertility"", ""GDPgrowth"", ""gov_exp_reduced"", ""inflation"", ""investment"", ""tot_growth"", ""trade"", ""GDPpc2015""]","{""Country"": ""str"", ""GDPgrowth"": ""float64"", ""GDPpc2015"": ""float64"", ""Year"": ""int64"", ""cc_basic"": ""float64"", ""cc_civil"": ""float64"", ""cc_polit"": ""float64"", ""cc_prop"": ""float64"", ""cc_total"": ""float64"", ""cc_total_lv"": ""float64"", ""cname"": ""str"", ""education"": ""float64"", ""fertility"": ""float64"", ""gov_exp_reduced"": ""float64"", ""inflation"": ""float64"", ""investment"": ""float64"", ""tot_growth"": ""float64"", ""trade"": ""float64""}"
panel,model_data2,panel/data_panel/model_data2.rds,model_data2,4786,21,cname,Country,Year,6189,"[""cname"", ""Country"", ""Year"", ""cc_basic"", ""cc_civil"", ""cc_polit"", ""cc_prop"", ""cc_total"", ""cc_total_lv"", ""education"", ""fertility"", ""GDPgrowth"", ""gov_exp_reduced"", ""inflation"", ""investment"", ""tot_growth"", ""trade"", ""GDPpc2015"", ""continent"", ""legal_old_o"", ""ever_colonized""]","{""Country"": ""str"", ""GDPgrowth"": ""float64"", ""GDPpc2015"": ""float64"", ""Year"": ""int64"", ""cc_basic"": ""float64"", ""cc_civil"": ""float64"", ""cc_polit"": ""float64"", ""cc_prop"": ""float64"", ""cc_total"": ""float64"", ""cc_total_lv"": ""float64"", ""cname"": ""str"", ""continent"": ""str"", ""education"": ""float64"", ""ever_colonized"": ""int64"", ""fertility"": ""float64"", ""gov_exp_reduced"": ""float64"", ""inflation"": ""float64"", ""investment"": ""float64"", ""legal_old_o"": ""str"", ""tot_growth"": ""float64"", ""trade"": ""float64""}"
panel,small_plm,panel/data_panel/small_plm.rds,small_plm,1617,22,cname,Country,Year,2060,"[""cname"", ""Country"", ""Year"", ""cc_basic"", ""cc_civil"", ""cc_polit"", ""cc_prop"", ""cc_total"", ""cc_total_lv"", ""fertility"", ""GDPgrowth"", ""gov_exp"", ""gov_exp_edu"", ""gov_exp_mil"", ""inflation"", ""investment"", ""tot_growth"", ""trade"", ""education"", ""GDPpc2015"", ""life_exp"", ""gov_exp_reduced""]","{""Country"": ""str"", ""GDPgrowth"": ""float64"", ""GDPpc2015"": ""float64"", ""Year"": ""int64"", ""cc_basic"": ""float64"", ""cc_civil"": ""float64"", ""cc_polit"": ""float64"", ""cc_prop"": ""float64"", ""cc_total"": ""float64"", ""cc_total_lv"": ""float64"", ""cname"": ""str"", ""education"": ""float64"", ""fertility"": ""float64"", ""gov_exp"": ""float64"", ""gov_exp_edu"": ""float64"", ""gov_exp_mil"": ""float64"", ""gov_exp_reduced"": ""float64"", ""inflation"": ""float64"", ""investment"": ""float64"", ""life_exp"": ""float64"", ""tot_growth"": ""float64"", ""trade"": ""float64""}"
