model,dataset,model_kind,term,coefficient,std_error,t_stat,p_value,stars,nobs,r_squared
small_reduced_fixed,small,fixed,tot_growth,-0.02554796336316884,0.03361583133509069,-0.7599979637124127,0.4474875265557998,,909,0.17733811272350053
small_reduced_fixed,small,fixed,trade,0.0477850533339754,0.010994980714636967,4.346078867638393,1.5710660153045453e-05,***,909,0.17733811272350053
small_reduced_fixed,small,fixed,tot_growth_x_trade,0.00043672385835176746,0.0004406128747668268,0.9911736205685833,0.32191096257736906,,909,0.17733811272350053
small_reduced_random,small,random,const,6.528797219100617,2.019159095140147,3.233423871756605,0.001267731288999041,***,909,0.1536932055763044
small_reduced_random,small,random,log_cc_total,0.8880568252884053,0.29036830245363704,3.0583807453645906,0.0022912912923340745,***,909,0.1536932055763044
small_reduced_random,small,random,fertility,0.0571007998669901,0.17993652159292362,0.3173385778578689,0.7510603932840494,,909,0.1536932055763044
small_reduced_random,small,random,lag_log_GDPpc2015,-0.6747442615633189,0.190085325121985,-3.5496914931771286,0.0004056744183384975,***,909,0.1536932055763044
small_reduced_random,small,random,gov_exp_reduced,-0.21347390115052484,0.03735446255305003,-5.71481655899489,1.4932167724523993e-08,***,909,0.1536932055763044
small_reduced_random,small,random,inflation,-0.03414857137469137,0.011378726075177625,-3.0010891508484003,0.0027644762048422145,***,909,0.1536932055763044
small_reduced_random,small,random,investment,0.12103096709881202,0.018186792417108428,6.654882528100856,4.923905727594047e-11,***,909,0.1536932055763044
small_reduced_random,small,random,tot_growth,-0.032274901742538595,0.03425517115342478,-0.9421906432165585,0.34634815685451326,,909,0.1536932055763044
small_reduced_random,small,random,trade,0.012896662267246234,0.0033227244218358718,3.8813517553527865,0.00011147024724267318,***,909,0.1536932055763044
small_reduced_random,small,random,tot_growth_x_trade,0.0004787554341207264,0.0004490406533470347,1.0661739211187347,0.2866312716483872,,909,0.1536932055763044
