country_name,country_code,GDP_growth,residual,fitted,leverage,standardized_residual,cooks_distance,high_leverage_threshold,high_cooks_distance_threshold,high_leverage,large_standardized_residual,high_cooks_distance
Bulgaria,BGR,2.03094705327558,-1.1727376268464385,3.2036846801220182,0.029425064880712858,-0.7798208911604052,0.0023045604361282045,0.13114754098360656,0.03278688524590164,False,False,False
India,IND,6.636485345145789,0.8781215993971907,5.758363745748598,0.048316693429700096,0.5896807843786303,0.002206727559364974,0.13114754098360656,0.03278688524590164,False,False,False
Italy,ITA,0.226131531379237,-0.945337878938768,1.171469410318005,0.04190330583370268,-0.6326899429471236,0.0021884207308725204,0.13114754098360656,0.03278688524590164,False,False,False
Lithuania,LTU,3.86658909687473,0.9329726211155958,2.933616475759134,0.04267231633442841,0.6246649410482291,0.0021741518690327794,0.13114754098360656,0.03278688524590164,False,False,False
Zambia,ZMB,4.889281480318921,-0.8307048268987147,5.719986307217636,0.04887820762628095,-0.5580038682505731,0.0020001546289538387,0.13114754098360656,0.03278688524590164,False,False,False
Peru,PER,4.496843383720502,0.9736957866883906,3.523147597032111,0.034844570185426235,0.6492817613118448,0.0019024544766106965,0.13114754098360656,0.03278688524590164,False,False,False
Australia,AUS,2.6020409212722195,0.5631151405829318,2.0389257806892878,0.08614882521316497,0.3858939848904558,0.0017547688491432508,0.13114754098360656,0.03278688524590164,False,False,False
Mexico,MEX,2.32503922415413,-1.025969054988864,3.351008279142994,0.028772927247587263,-0.6819969208559458,0.001722416227871117,0.13114754098360656,0.03278688524590164,False,False,False
Poland,POL,3.7982640012914706,1.2001968290594927,2.598067172231978,0.020452780355252453,0.794416633322829,0.0016471518890908497,0.13114754098360656,0.03278688524590164,False,False,False
Morocco,MAR,3.48082856968798,-1.1266799915007821,4.607508561188762,0.02291668333270871,-0.7466951401145161,0.0016346200745870636,0.13114754098360656,0.03278688524590164,False,False,False
Guatemala,GTM,3.5436183858244,0.8011519655216497,2.7424664203027502,0.04251357272773252,0.5363609251036031,0.0015966850259315642,0.13114754098360656,0.03278688524590164,False,False,False
Kuwait,KWT,1.9348106185520597,-0.45346576551111384,2.3882763840631736,0.11346118080379737,-0.31550349088840646,0.0015924576547040406,0.13114754098360656,0.03278688524590164,False,False,False
Georgia,GEO,5.33868490835817,1.2513224245672943,4.0873624837908755,0.01825335595062611,0.8273286360187008,0.0015907774418931478,0.13114754098360656,0.03278688524590164,False,False,False
Paraguay,PRY,4.31055261086766,0.6447398219504996,3.6658127889171603,0.061560023846016325,0.4360033106128854,0.0015587693813534258,0.13114754098360656,0.03278688524590164,False,False,False
Belgium,BEL,1.53912982469111,-0.6501422117307811,2.189272036421891,0.059013287688632635,-0.43906130188635417,0.0015112163866221582,0.13114754098360656,0.03278688524590164,False,False,False
Oman,OMN,3.12756923393622,-0.7145961413046362,3.842165375240856,0.0494911637717852,-0.4801656953066928,0.001500595982423049,0.13114754098360656,0.03278688524590164,False,False,False
United States,USA,2.3963317371378903,0.49316364486879793,1.9031680922690923,0.09288658053649125,0.33921011933341466,0.0014727837914303434,0.13114754098360656,0.03278688524590164,False,False,False
United Kingdom,GBR,1.97060034999891,0.7375118912375744,1.2330884587613355,0.04450313029055041,0.49426850121183874,0.001422319529671932,0.13114754098360656,0.03278688524590164,False,False,False
Canada,CAN,2.2556694622712197,0.7271398182156823,1.5285296440555374,0.04448911573688357,0.4873137324160722,0.001382119034608335,0.13114754098360656,0.03278688524590164,False,False,False
United Arab Emirates,ARE,3.4370298515271402,-0.24501529340842065,3.682045144935561,0.244750618929632,-0.18469559852964643,0.001381836072117693,0.13114754098360656,0.03278688524590164,True,False,False
Kenya,KEN,5.03475203661272,0.9069444701245617,4.127807566488158,0.029047267816543074,0.6029623500364238,0.0013595575740425613,0.13114754098360656,0.03278688524590164,False,False,False
Togo,TGO,5.284685275282549,0.818504314710232,4.466180960572317,0.0344590747387819,0.5456877088151623,0.0013284073874205203,0.13114754098360656,0.03278688524590164,False,False,False
Portugal,PRT,0.8331106398329169,-0.8967441386753239,1.7298547785082408,0.028644858038780845,-0.5960573763132508,0.001309648583084429,0.13114754098360656,0.03278688524590164,False,False,False
Croatia,HRV,1.07022047798367,-0.7748157134062508,1.8450361913899207,0.03510364124938612,-0.5167335117840562,0.0012142686112170263,0.13114754098360656,0.03278688524590164,False,False,False
South Africa,ZAF,1.7464896925579896,-0.6028492152153992,2.349338907773389,0.04469986971037841,-0.40406136185055425,0.0009549289940243343,0.13114754098360656,0.03278688524590164,False,False,False
Honduras,HND,3.6525754268984194,-0.8013853048714399,4.453960731769859,0.025819022349153592,-0.5319001266936993,0.0009372821558498044,0.13114754098360656,0.03278688524590164,False,False,False
Slovenia,SVN,1.9277553732048498,-0.5481301315296954,2.475885504734545,0.051977707490928296,-0.36879323294498156,0.0009321256758565665,0.13114754098360656,0.03278688524590164,False,False,False
Cyprus,CYP,1.8779942557839795,-0.46125936415341506,2.3392536199373946,0.06556580431385957,-0.31259309199055696,0.0008570327848292947,0.13114754098360656,0.03278688524590164,False,False,False
Indonesia,IDN,5.41603777604402,0.5006406920129507,4.91539708403107,0.05535778078908384,0.33744345736172626,0.0008341100559276762,0.13114754098360656,0.03278688524590164,False,False,False
Brazil,BRA,1.4438236631822796,-0.5573615111864092,2.001185174368689,0.045447651952693915,-0.37371939899736284,0.000831214281845368,0.13114754098360656,0.03278688524590164,False,False,False
Denmark,DNK,1.7364287484082,0.5666035194864083,1.1698252289217916,0.04311619812029842,0.3794531900128653,0.0008109754090161353,0.13114754098360656,0.03278688524590164,False,False,False
Bosnia and Herzegovina,BIH,2.20230011199062,-0.4814247822510338,2.683724894241654,0.05116804358480934,-0.3237742700289991,0.0007066497141545492,0.13114754098360656,0.03278688524590164,False,False,False
Czechia,CZE,2.5029053944984194,-0.5110238763593475,3.013929270857767,0.04466545325725953,-0.3425090035899871,0.0006855991338326936,0.13114754098360656,0.03278688524590164,False,False,False
Kazakhstan,KAZ,4.469999999862631,0.583528221104721,3.8864717787579104,0.03458126749340442,0.3890563837825598,0.0006777355869137055,0.13114754098360656,0.03278688524590164,False,False,False
Mauritius,MUS,3.75272701129581,0.6973565516806128,3.0553704596151974,0.023475285805748883,0.46229777988239157,0.0006422162317689906,0.13114754098360656,0.03278688524590164,False,False,False
Benin,BEN,4.77904804689791,0.4895973619354592,4.289450684962451,0.0406147307535859,0.327454594208834,0.0005674174943602327,0.13114754098360656,0.03278688524590164,False,False,False
Argentina,ARG,1.38467153510466,-0.44315125295051616,1.827822788055176,0.046310233895348545,-0.29727402422206334,0.0005364062008507904,0.13114754098360656,0.03278688524590164,False,False,False
Austria,AUT,1.5801959499962603,-0.4784409862537753,2.0586369362500356,0.03924485049239335,-0.3197647292117992,0.0005220848462210789,0.13114754098360656,0.03278688524590164,False,False,False
Uruguay,URY,2.92740958574518,0.40144081693554234,2.5259687688096375,0.05045369685995566,0.2698808044289773,0.0004837609976037571,0.13114754098360656,0.03278688524590164,False,False,False
Latvia,LVA,2.5590464680257594,-0.5354259512832309,3.0944724193089903,0.02768312939575137,-0.35571653086409877,0.00045032439151017546,0.13114754098360656,0.03278688524590164,False,False,False
Germany,DEU,1.9702542648279,0.47799539098591315,1.4922588738419869,0.032319569801977824,0.31832171923647024,0.00042303487259495666,0.13114754098360656,0.03278688524590164,False,False,False
Guinea-Bissau,GNB,4.173971941375449,0.2908591938850349,3.8831127474904137,0.06983418410036259,0.19756551938605996,0.00036630260116510727,0.13114754098360656,0.03278688524590164,False,False,False
"Egypt, Arab Rep.",EGY,3.8022469762583495,0.2630359521274239,3.5392110241309256,0.07422645826108477,0.1790899734456969,0.0003214448935869126,0.13114754098360656,0.03278688524590164,False,False,False
Cameroon,CMR,4.279406002873381,0.4513364175473753,3.828069585326006,0.026630104898573623,0.2996884214942055,0.00030714603169023816,0.13114754098360656,0.03278688524590164,False,False,False
Estonia,EST,3.6800220685190905,0.27296197924156074,3.40706008927753,0.054821643607409556,0.18393052747839245,0.00024527649385218495,0.13114754098360656,0.03278688524590164,False,False,False
Spain,ESP,1.0910906224689298,-0.30662824028148217,1.397718862750412,0.04215003278422082,-0.20524469853793462,0.00023171510067278395,0.13114754098360656,0.03278688524590164,False,False,False
El Salvador,SLV,2.476443003017059,-0.38469982731069186,2.861142830327751,0.026280546214278815,-0.25539571698036073,0.00022005830991914989,0.13114754098360656,0.03278688524590164,False,False,False
Finland,FIN,1.1462556896564602,-0.28427922507759296,1.4305349147340531,0.04378166528739476,-0.19044743657746666,0.00020758476925652572,0.13114754098360656,0.03278688524590164,False,False,False
Slovak Republic,SVK,3.0670902456292204,-0.18231758391486474,3.249407829544085,0.07616625782814515,-0.12426252911537569,0.00015913261086998538,0.13114754098360656,0.03278688524590164,False,False,False
Gabon,GAB,4.05880900287391,0.31888086385885384,3.7399281390150563,0.02735989562234032,0.2118170490893084,0.00015775898499528234,0.13114754098360656,0.03278688524590164,False,False,False
France,FRA,1.4085081823951597,0.19953584847210504,1.2089723339230547,0.0640116162792964,0.13511210011722571,0.00015605828729129824,0.13114754098360656,0.03278688524590164,False,False,False
Pakistan,PAK,3.956645733613429,0.21585603543364584,3.7407896981797832,0.05273389081152041,0.14529033939949218,0.00014689306935729214,0.13114754098360656,0.03278688524590164,False,False,False
Norway,NOR,1.5113478747279,-0.18922532578024165,1.7005732005081418,0.055710365511566655,-0.12756607472045384,0.00012000827214466231,0.13114754098360656,0.03278688524590164,False,False,False
Mali,MLI,4.390228704106181,0.14794495967651322,4.242283744429668,0.06442339959594212,0.10020030421280487,8.64196256257697e-05,0.13114754098360656,0.03278688524590164,False,False,False
Thailand,THA,3.63525973268727,-0.2041395198827467,3.8393992525700167,0.035147304385455824,-0.13614607442714555,8.440171439105813e-05,0.13114754098360656,0.03278688524590164,False,False,False
Netherlands,NLD,1.55824351332476,0.12867457832446716,1.429568935000293,0.06529337690716427,0.0871893892633386,6.63790594745907e-05,0.13114754098360656,0.03278688524590164,False,False,False
Senegal,SEN,4.831790313802271,0.17977774312048833,4.652012570681783,0.031756295973245904,0.11968841757699375,5.872992179857956e-05,0.13114754098360656,0.03278688524590164,False,False,False
Hungary,HUN,2.8134465387103598,-0.10860739222688043,2.92205393093724,0.07871729745749213,-0.0741261542884121,5.868541899645871e-05,0.13114754098360656,0.03278688524590164,False,False,False
Armenia,ARM,4.46999999990701,0.14937487433885277,4.320625125568157,0.04123491550323064,0.09993784719048081,5.3693645582642794e-05,0.13114754098360656,0.03278688524590164,False,False,False
Uganda,UGA,5.340287037309549,0.1563644411144116,5.183922596195138,0.03270679060815718,0.10415196529867968,4.584845899155349e-05,0.13114754098360656,0.03278688524590164,False,False,False
Chile,CHL,3.32191191746085,-0.11430169957655245,3.4362136170374025,0.04705691572562182,-0.07670571961103309,3.631800684772349e-05,0.13114754098360656,0.03278688524590164,False,False,False
Sri Lanka,LKA,5.35572189895273,-0.0988008986774691,5.454522797630199,0.05603231943254837,-0.06661789015750899,3.292859770440243e-05,0.13114754098360656,0.03278688524590164,False,False,False
"Korea, Rep.",KOR,3.33271884808061,-0.08551556834967311,3.418234416430283,0.05359448712469872,-0.05758575929715342,2.347378194985783e-05,0.13114754098360656,0.03278688524590164,False,False,False
Moldova,MDA,4.248322410310632,0.12710297663526404,4.121219433675368,0.02526992607515067,0.0843377635677214,2.3050151246945392e-05,0.13114754098360656,0.03278688524590164,False,False,False
Namibia,NAM,3.1391016704616903,-0.12109418725975196,3.2601958577214423,0.026240497571055538,-0.08039073219156798,2.17691934393828e-05,0.13114754098360656,0.03278688524590164,False,False,False
Japan,JPN,1.20287911500672,-0.04903894888793747,1.2519180638946574,0.10662102031529797,-0.03398848680159133,1.7233789227332246e-05,0.13114754098360656,0.03278688524590164,False,False,False
Fiji,FJI,3.2939485146481897,0.09813719088300443,3.1958113237651853,0.026831403751321058,0.06517006006559203,1.4637319884868083e-05,0.13114754098360656,0.03278688524590164,False,False,False
Ecuador,ECU,3.63429642725744,0.10970523433084223,3.524591192926598,0.016875064834230763,0.07248222819184585,1.1272229516994204e-05,0.13114754098360656,0.03278688524590164,False,False,False
Tanzania,TZA,6.308098384471001,0.006363131700646285,6.301735252770355,0.11472484827577477,0.004430373255742438,3.1795807874837625e-07,0.13114754098360656,0.03278688524590164,False,False,False
