model,dataset,table_group,term,coefficient,robust_se_hc3,robust_t,p_value,stars,nobs,r_squared,adj_r_squared,aic,bic
re4_olv,model_data4_o,ols_compliance_variants,const,6.705269520815963,1.5108251375338195,4.438150619972635,2.120411540341259e-05,***,121,0.46924261620592467,0.436363840218681,454.3830541878617,476.7493785526357
re4_olv,model_data4_o,ols_compliance_variants,log_GDPpc2015,-0.5898363642762077,0.12416880902965856,-4.750278019782901,6.013703251005029e-06,***,121,0.46924261620592467,0.436363840218681,454.3830541878617,476.7493785526357
re4_olv,model_data4_o,ols_compliance_variants,investment,0.09923595194409253,0.03114923313345672,3.1858232759350127,0.001866254617445748,***,121,0.46924261620592467,0.436363840218681,454.3830541878617,476.7493785526357
re4_olv,model_data4_o,ols_compliance_variants,terms_trade_x_trade,-0.002334690703230349,0.005656074160424152,-0.41277582949076275,0.6805530081115112,,121,0.46924261620592467,0.436363840218681,454.3830541878617,476.7493785526357
re4_olv,model_data4_o,ols_compliance_variants,gov_exp_reduced,-0.11602753282766191,0.04417632580279565,-2.6264640781945525,0.009824016109371028,***,121,0.46924261620592467,0.436363840218681,454.3830541878617,476.7493785526357
re4_olv,model_data4_o,ols_compliance_variants,log_cc_total_lv_plus2,-0.10104114929957106,0.4579181311673184,-0.22065330551991552,0.8257605750568134,,121,0.46924261620592467,0.436363840218681,454.3830541878617,476.7493785526357
re4_olv,model_data4_o,ols_compliance_variants,terms_trade,0.2165393228068458,0.44853652992421567,0.4827685335761439,0.6301940528364336,,121,0.46924261620592467,0.436363840218681,454.3830541878617,476.7493785526357
re4_olv,model_data4_o,ols_compliance_variants,trade,0.0082418436371464,0.005207368978913322,1.5827270298150284,0.11627860326974053,,121,0.46924261620592467,0.436363840218681,454.3830541878617,476.7493785526357
re4_oprop,model_data4_o,ols_compliance_variants,const,6.601705908073463,1.4842010585159937,4.447986255092893,2.0257532972296792e-05,***,122,0.4678780850525005,0.43520393238028565,457.4418830152512,479.87405137311725
re4_oprop,model_data4_o,ols_compliance_variants,log_GDPpc2015,-0.584577129837049,0.1228638250845998,-4.757927155812782,5.777698374623329e-06,***,122,0.4678780850525005,0.43520393238028565,457.4418830152512,479.87405137311725
re4_oprop,model_data4_o,ols_compliance_variants,investment,0.09990548991620322,0.031995804347039906,3.1224559580558253,0.0022734783707724594,***,122,0.4678780850525005,0.43520393238028565,457.4418830152512,479.87405137311725
re4_oprop,model_data4_o,ols_compliance_variants,terms_trade_x_trade,-0.0025021441302534404,0.0055576489449926676,-0.45021629739816926,0.653409489973645,,122,0.4678780850525005,0.43520393238028565,457.4418830152512,479.87405137311725
re4_oprop,model_data4_o,ols_compliance_variants,gov_exp_reduced,-0.117845895393029,0.04392590493268176,-2.682833639366853,0.008386028371292351,***,122,0.4678780850525005,0.43520393238028565,457.4418830152512,479.87405137311725
re4_oprop,model_data4_o,ols_compliance_variants,log_cc_prop_plus2,-0.01703748098318822,0.39020981038042757,-0.04366235940244007,0.9652499293533426,,122,0.4678780850525005,0.43520393238028565,457.4418830152512,479.87405137311725
re4_oprop,model_data4_o,ols_compliance_variants,terms_trade,0.24608209673529688,0.43281208935962395,0.568565672690411,0.5707692639908815,,122,0.4678780850525005,0.43520393238028565,457.4418830152512,479.87405137311725
re4_oprop,model_data4_o,ols_compliance_variants,trade,0.008095154581736014,0.0051707722475111285,1.5655600738617896,0.12022337114408721,,122,0.4678780850525005,0.43520393238028565,457.4418830152512,479.87405137311725
